,word,freq
2611,signs,76462
2612,periods,76447
2613,marshall,76397
2614,qualification,76328
2615,suffering,76316
2616,cancelled,76311
2617,oblast,76288
2618,mechanical,76273
2619,regime,76246
2620,begun,76197
2621,tribes,76195
2622,electricity,76111
2623,film's,76082
2624,assist,76008
2625,printed,75967
2626,seeking,75925
2627,colleges,75908
2628,absence,75828
2629,significance,75795
2630,struggle,75793
2631,admiral,75781
2632,normally,75773
2633,civilian,75763
2634,municipalities,75753
2635,indoor,75753
2636,describe,75749
2637,billy,75728
2638,finnish,75691
2639,benefits,75642
2640,egyptian,75574
2641,everyone,75564
2642,hurricane,75535
2643,norman,75512
2644,destruction,75485
2645,archbishop,75446
2646,hampshire,75433
2647,traditionally,75385
2648,writes,75344
2649,crowd,75325
2650,missed,75306
2651,giant,75294
2652,ratio,75238
2653,characterized,75193
2654,glasgow,75144
2655,matters,75125
2656,affiliated,75086
2657,murray,75068
2658,print,75059
2659,channels,75042
2660,relocated,75039
2661,master's,75024
2662,opportunities,75013
2663,serbia,75009
2664,richmond,75002
2665,detailed,74966
2666,compilation,74938
2667,crash,74910
2668,spending,74875
2669,trump,74731
2670,benjamin,74655
2671,indians,74634
2672,commanded,74603
2673,farmers,74459
2674,aimed,74438
2675,album's,74438
2676,animated,74423
2677,instrumental,74414
2678,technologies,74382
2679,crimes,74364
2680,riding,74236
2681,harbor,74222
2682,onlyinclude,74175
2683,minority,74166
2684,volumes,74159
2685,obtain,74156
2686,false,74124
2687,arabic,74117
2688,personality,74112
2689,ready,74049
2690,rifle,74028
2691,supports,74020
2692,viewed,73991
2693,germans,73990
2694,attending,73941
2695,orleans,73937
2696,bible,73909
2697,yorkshire,73906
2698,marie,73877
2699,judges,73847
2700,soldier,73794
2701,organised,73791
2702,recovered,73652
2703,biological,73588
2704,publicly,73583
2705,fantasy,73525
2706,birthday,73518
2707,extent,73515
2708,retail,73492
2709,gmina,73468
2710,breaking,73434
2711,exists,73432
2712,romanian,73421
2713,guards,73350
2714,ranks,73332
2715,releases,73322
2716,substantial,73313
2717,makeup,73301
2718,exception,73291
2719,managing,73270
2720,archaeological,73254
2721,behalf,73222
2722,sentence,73202
2723,rocks,73086
2724,index,73062
2725,aftermath,72956
2726,amendment,72924
2727,frequent,72876
2728,toured,72859
2729,afghanistan,72767
2730,graham,72764
2731,assets,72750
2732,muhammad,72737
2733,commented,72721
2734,symphony,72649
2735,falling,72637
2736,rebuilt,72611
2737,nigeria,72598
2738,component,72496
2739,chile,72481
2740,first-class,72470
2741,peoples,72427
2742,businessman,72418
2743,wright,72326
2744,activist,72322
2745,johnny,72318
2746,matthew,72272
2747,customers,72206
2748,identify,72199
2749,marks,72198
2750,virgin,72143
2751,ministers,72141
2752,opponents,72137
2753,seeing,72091
2754,sponsored,72061
2755,romantic,72037
2756,furthermore,72019
2757,festivals,72013
2758,publisher,71982
2759,youtube,71925
2760,symbol,71889
2761,instrument,71875
2762,lanka,71875
2763,desire,71863
2764,patrol,71853
2765,jerusalem,71816
2766,islam,71808
2767,nearest,71794
2768,earning,71785
2769,keeping,71758
2770,steps,71720
2771,ceased,71670
2772,carter,71644
2773,viewers,71600
2774,texts,71597
2775,wants,71592
2776,apartment,71584
2777,morris,71545
2778,elder,71508
2779,fictional,71451
2780,partly,71417
2781,delhi,71413
2782,editions,71406
2783,segment,71380
2784,buffalo,71364
2785,possession,71336
2786,throne,71323
2787,percentage,71230
2788,outbreak,71067
2789,stable,71036
2790,hunter,71026
2791,substitute,71021
2792,manor,71011
2793,indicate,71003
2794,costa,71003
2795,enjoyed,70981
2796,democracy,70957
2797,dominated,70914
2798,essential,70888
2799,sounds,70875
2800,belonged,70813
2801,concentration,70737
2802,nicholas,70710
2803,psychology,70686
2804,ongoing,70673
2805,guilty,70632
2806,relation,70620
2807,jason,70599
2808,portrait,70540
2809,closer,70520
2810,bristol,70504
2811,settlers,70500
2812,overview,70472
2813,picked,70463
2814,plain,70400
2815,implemented,70392
2816,tigers,70351
2817,secured,70314
2818,driven,70311
2819,partially,70256
2820,deployed,70243
2821,cargo,70218
2822,understand,70198
2823,traditions,70143
2824,mines,70128
2825,principle,70121
2826,fresh,70051
2827,responded,70043
2828,maine,70009
2829,string,70002
2830,settlements,69996
2831,completing,69976
2832,achievement,69955
2833,anyone,69931
2834,funded,69920
2835,immigrants,69795
2836,volunteer,69787
2837,shopping,69691
2838,illness,69640
2839,establishing,69638
2840,withdrew,69634
2841,rangers,69610
2842,dismissed,69607
2843,mechanism,69570
2844,exposed,69559
2845,dispute,69540
2846,locally,69524
2847,subsidiary,69455
2848,grace,69419
2849,apple,69418
2850,merger,69417
2851,walking,69405
2852,licensed,69368
2853,influences,69365
2854,boundaries,69347
2855,school's,69345
2856,acquisition,69293
2857,rebellion,69263
2858,discussed,69256
2859,alice,69251
2860,limits,69220
2861,volunteers,69214
2862,advisory,69158
2863,elite,69142
2864,submarine,69112
2865,possibility,69063
2866,useful,68987
2867,well-known,68889
2868,connections,68805
2869,milan,68802
2870,reduction,68712
2871,warner,68701
2872,hunting,68680
2873,biology,68679
2874,caribbean,68671
2875,qualify,68661
2876,participating,68658
2877,drafted,68645
2878,balance,68596
2879,vancouver,68537
2880,terminus,68488
2881,friday,68462
2882,negotiations,68445
2883,internationally,68433
2884,persian,68419
2885,advice,68407
2886,clothing,68367
2887,chess,68357
2888,monthly,68287
2889,conversion,68282
2890,charlie,68203
2891,derby,68197
2892,hispanic,68191
2893,ferry,68190
2894,besides,68162
2895,spaces,68160
2896,villa,68138
2897,pioneer,68136
2898,choose,68113
2899,colors,68058
2900,assisted,68053
2901,closing,68001
2902,usage,67986
2903,diplomatic,67976
2904,drummer,67881
2905,lions,67846
2906,funeral,67786
2907,volleyball,67766
2908,displayed,67756
2909,reporter,67741
2910,doors,67639
2911,baker,67628
2912,statistical,67608
2913,produces,67534
2914,trinity,67513
2915,alive,67481
2916,genetic,67442
2917,mention,67440
2918,summary,67359
2919,playoff,67356
2920,patterns,67352
2921,exhibitions,67341
2922,rated,67191
2923,horror,67116
2924,recovery,67080
2925,elsewhere,67073
2926,diverse,67065
2927,decisions,67013
2928,warren,66970
2929,drums,66969
2930,mitchell,66962
2931,pradesh,66961
2932,enforcement,66934
2933,delivery,66887
2934,apply,66861
2935,symptoms,66836
2936,collective,66828
2937,charlotte,66803
2938,doesn't,66775
2939,conclusion,66749
2940,beijing,66738
2941,unsuccessful,66736
2942,jurisdiction,66718
2943,remove,66710
2944,venture,66709
2945,indeed,66668
2946,belief,66643
2947,hindu,66636
2948,wearing,66629
2949,clearly,66606
2950,pursue,66596
2951,initiated,66592
2952,connecting,66566
2953,exercise,66520
2954,immigration,66501
2955,isolated,66483
2956,grandfather,66464
2957,bridges,66432
2958,eldest,66424
2959,iranian,66406
2960,triple,66403
2961,generated,66372
2962,forum,66361
2963,continuous,66359
2964,implementation,66355
2965,hawaii,66354
2966,diseases,66343
2967,temperatures,66320
2968,dangerous,66307
2969,sailed,66294
2970,suburb,66277
2971,alberta,66271
2972,holiday,66249
2973,moves,66242
2974,guardian,66220
2975,exclusively,66211
2976,cattle,66183
2977,occasion,66182
2978,violent,66156
2979,banned,66141
2980,judicial,66128
2981,outdoor,66116
2982,bound,66077
2983,coaches,66061
2984,tribute,66008
2985,harbour,65994
2986,manhattan,65993
2987,drivers,65925
2988,guinea,65919
2989,campaigns,65847
2990,philippine,65816
2991,focuses,65814
2992,beating,65808
2993,preparation,65706
2994,requested,65697
2995,departments,65640
2996,diamond,65626
2997,affair,65598
2998,grows,65586
2999,historians,65584
3000,dakota,65535
3001,circumstances,65497
3002,strip,65433
3003,margin,65427
3004,jonathan,65389
3005,sacred,65385
3006,operator,65381
3007,muslims,65309
3008,wayne,65252
3009,submitted,65225
3010,wells,65212
3011,locomotives,65162
3012,reporting,65077
3013,prefecture,65057
3014,crossed,65013
3015,that's,64998
3016,scope,64988
3017,certified,64967
3018,radical,64911
3019,sporting,64868
3020,truck,64860
3021,photographs,64842
3022,roster,64830
3023,topics,64829
3024,barbara,64731
3025,appropriate,64705
3026,traded,64659
3027,narrative,64658
3028,practical,64650
3029,survive,64620
3030,marry,64583
3031,resignation,64575
3032,assists,64559
3033,pitch,64548
3034,leagues,64493
3035,machines,64397
3036,evans,64397
3037,travelled,64357
3038,dominant,64340
3039,repeated,64338
3040,acres,64326
3041,baptist,64312
3042,so-called,64304
3043,closure,64301
3044,arrangement,64297
3045,intention,64263
3046,silent,64214
3047,indicates,64209
3048,present-day,64207
3049,resort,64196
3050,adventure,64169
3051,group's,64165
3052,bengal,64154
3053,northwestern,64139
3054,clean,64138
3055,adelaide,64083
3056,fighters,64076
3057,longest,64019
3058,illustrated,63993
3059,carrier,63982
3060,housed,63972
3061,giants,63946
3062,tours,63938
3063,waste,63920
3064,robin,63891
3065,describing,63886
3066,shift,63879
3067,expert,63873
3068,airlines,63870
3069,woods,63860
3070,arriving,63820
3071,magazines,63816
3072,barry,63815
3073,citizen,63797
3074,suitable,63788
3075,lifetime,63774
3076,regulation,63743
3077,promoting,63720
3078,tournaments,63716
3079,mainstream,63672
3080,dramatic,63671
3081,delta,63667
3082,parent,63665
3083,framework,63649
3084,sultan,63591
3085,originated,63587
3086,animation,63582
3087,dancing,63511
3088,suggest,63505
3089,exhibited,63488
3090,tanks,63483
3091,fifteen,63444
3092,cotton,63434
3093,liberation,63411
3094,thanks,63395
3095,liberty,63270
3096,congressional,63220
3097,foster,63215
3098,therapy,63201
3099,reveals,63158
3100,wealthy,63139
3101,seeds,63109
3102,saudi,63102
3103,syria,63082
3104,concerning,63082
3105,armenian,63078
3106,patient,63063
3107,democrat,63034
3108,permission,63033
3109,inspiration,63030
3110,copper,63028
3111,buddhist,62997
3112,flower,62960
3113,decides,62930
3114,apparent,62909
3115,increases,62908
3116,discussion,62907
3117,fitted,62902
3118,involves,62897
3119,democrats,62889
3120,pierre,62810
3121,timber,62761
3122,choir,62740
3123,recognised,62723
3124,ballet,62720
3125,nominations,62684
3126,year's,62682
3127,sweet,62652
3128,phoenix,62648
3129,rarely,62635
3130,manufactured,62619
3131,midfielder,62558
3132,scientist,62546
3133,repair,62538
3134,munich,62510
3135,defended,62509
3136,interpretation,62476
3137,linear,62463
3138,select,62433
3139,uniform,62404
3140,dragon,62336
3141,party's,62274
3142,virtual,62257
3143,slaves,62236
3144,restricted,62159
3145,respective,62149
3146,conventional,62143
3147,layer,62136
3148,cincinnati,62124
3149,feeling,62060
3150,compiled,62020
3151,lowest,62018
3152,flights,61989
3153,collaborated,61971
3154,preferred,61965
3155,writings,61950
3156,enterprise,61921
3157,comprehensive,61902
3158,brisbane,61877
3159,farming,61809
3160,eagle,61783
3161,parker,61759
3162,prices,61758
3163,state's,61756
3164,moral,61739
3165,barcelona,61703
3166,mosque,61664
3167,alaska,61635
3168,convicted,61626
3169,hebrew,61604
3170,alternate,61573
3171,organic,61572
3172,harrison,61567
3173,welfare,61546
3174,maritime,61521
3175,weapon,61512
3176,exposure,61508
3177,slave,61471
3178,specialized,61462
3179,wheel,61444
3180,buses,61421
3181,interstate,61398
3182,cooper,61381
3183,demonstrated,61322
3184,journalism,61316
3185,pages,61293
3186,challenges,61259
3187,latino,61242
3188,rally,61240
3189,long-term,61224
3190,reservoir,61195
3191,commons,61165
3192,disaster,61113
3193,alcohol,61113
3194,proteins,61097
3195,territorial,61077
3196,landed,61055
3197,remote,61035
3198,eagles,61001
3199,boxing,60923
3200,expand,60878
3201,corresponding,60867
3202,nevada,60814
3203,thinking,60806
3204,camps,60791
3205,wealth,60781
3206,automatic,60764
3207,variant,60760
3208,bases,60728
3209,departed,60722
3210,consumer,60627
3211,congregation,60608
3212,defend,60585
3213,presidency,60561
3214,guests,60552
3215,jacob,60518
3216,simultaneously,60417
3217,oliver,60415
3218,removal,60374
3219,worship,60364
3220,favour,60364
3221,shipping,60301
3222,vertical,60290
3223,autonomous,60280
3224,comparison,60229
3225,accessible,60216
3226,thirty,60213
3227,winds,60200
3228,enrolled,60188
3229,can't,60187
3230,assessment,60126
3231,execution,60112
3232,battles,60112
3233,colombia,60086
3234,wider,60081
3235,shall,60059
3236,contributing,60055
3237,manufacturer,60033
3238,christianity,60031
3239,supposed,60020
3240,leeds,60020
3241,turner,60011
3242,inducted,60000
3243,devoted,59992
3244,calendar,59986
3245,hidden,59968
3246,chase,59958
3247,corruption,59893
3248,breeding,59892
3249,relegated,59881
3250,cricketer,59825
3251,reaches,59823
3252,grammar,59819
3253,athens,59818
3254,excellent,59804
3255,ranging,59755
3256,extensively,59655
3257,manage,59654
3258,delayed,59609
3259,lights,59576
3260,solutions,59552
3261,angel,59488
3262,earthquake,59478
3263,valuable,59469
3264,intermediate,59439
3265,physician,59413
3266,partial,59380
3267,flood,59374
3268,molecular,59364
3269,heights,59347
3270,pointed,59293
3271,nepal,59255
3272,looked,59214
3273,herbert,59167
3274,rocky,59134
3275,recalled,59105
3276,mainland,59099
3277,approached,59048
3278,stones,59047
3279,favorite,59044
3280,shield,59023
3281,hospitals,59020
3282,resumed,58998
3283,autumn,58996
3284,designation,58991
3285,advocate,58975
3286,southeastern,58940
3287,coins,58926
3288,noble,58918
3289,sufficient,58914
3290,interviews,58912
3291,eligible,58911
3292,preservation,58905
3293,expensive,58895
3294,stress,58882
3295,shops,58876
3296,azerbaijan,58852
3297,recreation,58846
3298,correct,58822
3299,cardinal,58821
3300,usual,58804
3301,tourist,58797
3302,sitting,58728
3303,clinton,58688
3304,norfolk,58678
3305,civic,58651
3306,bright,58631
3307,stakes,58621
3308,catherine,58601
3309,bernard,58572
3310,scores,58571
3311,inherited,58534
3312,belongs,58519
3313,citing,58515
3314,confederate,58495
3315,tested,58484
3316,depicted,58480
3317,decorated,58436
3318,procedure,58420
3319,deemed,58403
3320,crystal,58365
3321,tenth,58359
3322,pairs,58328
3323,believes,58308
3324,patent,58274
3325,sample,58252
3326,difficulties,58239
3327,theology,58235
3328,unless,58204
3329,celebration,58171
3330,profile,58154
3331,awareness,58107
3332,embassy,58100
3333,intellectual,58095
3334,attendance,58085
3335,waiting,58044
3336,householder,58040
3337,raising,58030
3338,improvement,58025
3339,friendship,58010
3340,columns,57979
3341,worst,57954
3342,architects,57946
3343,beetle,57937
3344,virus,57928
3345,distinction,57921
3346,descendants,57917
3347,perspective,57908
3348,manga,57896
3349,informed,57825
3350,exclusive,57792
3351,archives,57790
3352,defender,57772
3353,roberts,57770
3354,attempting,57754
3355,reforms,57753
3356,theories,57734
3357,saved,57715
3358,pedro,57710
3359,missile,57695
3360,angle,57671
3361,ratings,57650
3362,evolved,57647
3363,radar,57610
3364,grave,57543
3365,visits,57530
3366,collins,57457
3367,argument,57448
3368,vegas,57420
3369,powered,57401
3370,structural,57397
3371,murdered,57360
3372,athlete,57334
3373,commenced,57329
3374,undergraduate,57235
3375,dollars,57225
3376,wrong,57209
3377,warning,57172
3378,thick,57148
3379,identical,57128
3380,restrictions,57123
3381,reducing,57102
3382,exact,57025
3383,coffee,56947
3384,restaurants,56919
3385,warriors,56911
3386,measured,56907
3387,options,56895
3388,declaration,56882
3389,innovation,56830
3390,extend,56819
3391,elevated,56813
3392,martial,56773
3393,burned,56772
3394,slowly,56727
3395,artificial,56723
3396,placing,56719
3397,university's,56716
3398,latest,56700
3399,relevant,56698
3400,characteristic,56695
3401,lodge,56670
3402,ranges,56664
3403,emotional,56662
3404,sierra,56632
3405,succession,56611
3406,temporarily,56575
3407,two-year,56568
3408,ordinary,56524
3409,coached,56518
3410,relay,56509
3411,ticket,56470
3412,sequel,56425
3413,spend,56412
3414,florence,56398
3415,argentine,56346
3416,decide,56296
3417,printing,56271
3418,collapse,56244
3419,telephone,56239
3420,militia,56233
3421,auckland,56232
3422,affect,56225
3423,opponent,56199
3424,unincorporated,56179
3425,helps,56147
3426,disbanded,56136
3427,namely,56095
3428,freestyle,56090
3429,ensemble,56065
3430,locomotive,56061
3431,connect,56032
3432,speakers,56031
3433,experiments,56012
3434,microsoft,55912
3435,sharp,55911
3436,nebraska,55905
3437,experiment,55900
3438,atmosphere,55896
3439,approaches,55872
3440,crosses,55867
3441,syndrome,55856
3442,fundamental,55848
3443,jerry,55845
3444,refugees,55838
3445,petersburg,55826
3446,permitted,55821
3447,compound,55795
3448,indicating,55777
3449,croatia,55746
3450,organisations,55741
3451,queen's,55733
3452,globe,55683
3453,examination,55668
3454,vincent,55664
3455,width,55644
3456,ghost,55622
3457,casualties,55611
3458,demands,55600
3459,improvements,55597
3460,talks,55590
3461,warsaw,55586
3462,graduation,55569
3463,preserve,55550
3464,dissolved,55541
3465,venice,55480
3466,parade,55479
3467,vocalist,55456
3468,reserves,55433
3469,referring,55431
3470,abolished,55425
3471,government's,55423
3472,bulgarian,55412
3473,anime,55395
3474,fellowship,55394
3475,protestant,55391
3476,christians,55344
3477,suspension,55330
3478,variations,55321
3479,distinctive,55298
3480,developments,55252
3481,gates,55186
3482,towers,55177
3483,sharing,55155
3484,impossible,55152
3485,amsterdam,55147
3486,societies,55132
3487,banking,55084
3488,terry,55084
3489,colonies,55060
3490,essentially,55054
3491,targets,54971
3492,hudson,54969
3493,denver,54927
3494,delaware,54926
3495,newcastle,54881
3496,faces,54868
3497,ruler,54800
3498,revised,54800
3499,pushed,54785
3500,thirteen,54726
3501,touch,54600
3502,bonus,54598
3503,reconstruction,54578
3504,manuel,54544
3505,switched,54535
3506,widow,54525
3507,anglican,54497
3508,pulled,54480
3509,resource,54464
3510,mathematical,54453
3511,rogers,54447
3512,advisor,54383
3513,kenya,54366
3514,carries,54316
3515,syrian,54311
3516,objective,54304
3517,diversity,54283
3518,escaped,54283
3519,grades,54272
3520,predecessor,54258
3521,bombing,54238
3522,collegiate,54235
3523,harold,54234
3524,knights,54226
3525,prove,54226
3526,installation,54221
3527,manuscript,54209
3528,parking,54116
3529,veteran,54111
3530,quarterback,54110
3531,teach,54107
3532,bulgaria,54094
3533,predominantly,54044
3534,aboard,54018
3535,destroy,54015
3536,signals,53987
3537,associations,53980
3538,editorial,53969
3539,answer,53963
3540,bachelor's,53953
3541,gathered,53920
3542,taxes,53900
3543,supplied,53889
3544,helen,53871
3545,ottawa,53867
3546,serial,53838
3547,customs,53837
3548,consumption,53772
3549,exile,53742
3550,prayer,53731
3551,jefferson,53712
3552,keith,53700
3553,variable,53682
3554,switch,53671
3555,updated,53669
3556,aggregate,53652
3557,contracts,53631
3558,literacy,53613
3559,shanghai,53595
3560,pitched,53581
3561,residing,53574
3562,gothic,53561
3563,failing,53549
3564,consistent,53530
3565,fortress,53488
3566,seminary,53451
3567,ultimate,53439
3568,verse,53435
3569,indonesian,53415
3570,journalists,53410
3571,grove,53394
3572,retiring,53394
3573,dress,53373
3574,dialogue,53351
3575,politicians,53329
3576,landmark,53311
3577,compositions,53257
3578,all-star,53231
3579,massacre,53190
3580,travels,53188
3581,larry,53181
3582,aside,53177
3583,variation,53152
3584,theatrical,53142
3585,exhibit,53094
3586,plaza,53063
3587,nationalist,53057
3588,lloyd,53051
3589,southwestern,53031
3590,northeastern,53027
3591,plastic,53018
3592,croatian,52996
3593,affiliate,52989
3594,bobby,52980
3595,receives,52956
3596,canton,52952
3597,kerala,52944
3598,montana,52943
3599,preliminary,52932
3600,presents,52921
3601,clock,52917
3602,bills,52915
3603,allegations,52901
3604,rebels,52901
3605,missionary,52891
3606,renaissance,52879
3607,boards,52857
3608,emphasis,52856
3609,neighboring,52822
3610,psychological,52812
3611,unity,52802
3612,seemed,52765
3613,difficulty,52731
3614,shadow,52722
3615,lebanon,52721
3616,explains,52718
3617,documented,52707
3618,rocket,52701
3619,administered,52695
3620,burial,52678
3621,programmes,52666
3622,depot,52665
3623,comments,52632
3624,mansion,52628
3625,worker,52626
3626,chancellor,52625
3627,engagement,52613
3628,butler,52612
3629,recruited,52602
3630,pearl,52602
3631,comprises,52587
3632,recipient,52574
3633,re-elected,52557
3634,error,52553
3635,boulevard,52536
3636,extinct,52496
3637,sheffield,52462
3638,reflect,52453
3639,posts,52448
3640,regard,52446
3641,john's,52442
3642,ralph,52407
3643,wellington,52403
3644,exactly,52386
3645,instruction,52371
3646,phrase,52363
3647,warfare,52363
3648,certificate,52353
3649,traveling,52341
3650,edwards,52309
3651,aware,52284
3652,integration,52272
3653,specialist,52269
3654,ghana,52266
3655,garrison,52216
3656,freight,52189
3657,commanding,52171
3658,madison,52164
3659,craig,52148
3660,connects,52135
3661,wasn't,52097
3662,numbered,52092
3663,spots,52092
3664,enters,52088
3665,telling,52040
3666,drinking,52019
3667,tributary,51993
3668,colleagues,51986
3669,sailing,51977
3670,kilometers,51963
3671,fallen,51927
3672,smooth,51927
3673,interaction,51912
3674,healthcare,51887
3675,concepts,51849
3676,attacking,51844
3677,songwriter,51833
3678,pilots,51820
3679,steven,51800
3680,centres,51783
3681,afternoon,51736
3682,naming,51725
3683,matrix,51724
3684,batting,51718
3685,appeals,51706
3686,doctorate,51698
3687,magnetic,51680
3688,drove,51670
3689,hardware,51626
3690,estates,51580
3691,dennis,51577
3692,experts,51569
3693,literally,51565
3694,migration,51529
3695,sustained,51477
3696,retreat,51466
3697,perry,51449
3698,asking,51448
3699,veterans,51436
3700,efficiency,51430
3701,mystery,51413
3702,methodist,51398
3703,lawsuit,51387
3704,nickname,51379
3705,sleep,51369
3706,vermont,51369
3707,yugoslavia,51333
3708,achievements,51314
3709,sixteen,51309
3710,paint,51285
3711,artwork,51273
3712,grass,51266
3713,murphy,51261
3714,challenged,51258
3715,craft,51234
3716,discrimination,51227
3717,venezuela,51225
3718,rabbi,51197
3719,variants,51179
3720,farms,51174
3721,touchdowns,51125
3722,convinced,51085
3723,capita,51076
3724,payment,51054
3725,doctors,51053
3726,stuart,51053
3727,waves,51042
3728,neighbouring,51039
3729,argues,51038
3730,cultures,51028
3731,consist,50960
3732,lecturer,50949
3733,marathon,50944
3734,blind,50907
3735,episcopal,50905
3736,chapters,50904
3737,imprisoned,50898
3738,mutual,50888
3739,focusing,50888
3740,samples,50883
3741,venues,50867
3742,amounts,50849
3743,ideal,50840
3744,statements,50815
3745,surrender,50813
3746,riders,50812
3747,governing,50777
3748,aspect,50772
3749,berkeley,50742
3750,nephew,50696
3751,byzantine,50695
3752,controls,50688
3753,victories,50684
3754,perceived,50659
3755,alumni,50632
3756,behaviour,50611
3757,victim,50611
3758,equation,50599
3759,explain,50598
3760,looks,50539
3761,adventures,50520
3762,gospel,50515
3763,layout,50507
3764,noise,50500
3765,maintaining,50478
3766,referendum,50476
3767,monday,50404
3768,database,50401
3769,disorder,50389
3770,ports,50364
3771,thereby,50269
3772,professionals,50260
3773,unions,50246
3774,shoot,50245
3775,hughes,50244
3776,stops,50227
3777,consequently,50221
3778,nationwide,50202
3779,surprise,50168
3780,gilbert,50165
3781,trouble,50156
3782,emerging,50147
3783,citizenship,50145
3784,by-election,50121
3785,romanized,50119
3786,enemies,50117
3787,provisions,50070
3788,romance,50060
3789,aboriginal,50059
3790,extending,50049
3791,notice,50021
3792,bench,50010
3793,indies,49999
3794,functional,49991
3795,putting,49990
3796,generations,49989
3797,input,49985
3798,interchange,49969
3799,thesis,49964
3800,stanford,49961
3801,presentation,49946
3802,susan,49940
3803,singers,49938
3804,underwent,49935
3805,gregory,49926
3806,allegedly,49903
3807,portions,49901
3808,danger,49896
3809,observation,49847
3810,cloud,49835
3811,detail,49835
3812,angels,49781
3813,chiefs,49764
3814,grandson,49762
3815,survival,49748
3816,reflected,49739
3817,cutting,49720
3818,discuss,49717
3819,heroes,49694
3820,actively,49683
3821,nashville,49683
3822,tales,49634
3823,discontinued,49616
3824,google,49593
3825,semifinals,49587
3826,feelings,49576
3827,gameplay,49559
3828,teeth,49557
3829,rebounds,49555
3830,moderate,49528
3831,readers,49524
3832,quantum,49523
3833,considering,49515
3834,oxygen,49472
3835,inscription,49441
3836,reverse,49398
3837,random,49364
3838,burning,49362
3839,mason,49357
3840,manufacturers,49343
3841,alpha,49339
3842,photo,49328
3843,mary's,49307
3844,intense,49267
3845,announcement,49252
3846,metre,49233
3847,shorter,49226
3848,cardinals,49211
3849,fourteen,49189
3850,computers,49173
3851,diesel,49163
3852,reformed,49104
3853,accommodate,49104
3854,commentary,49099
3855,prevented,49070
3856,firing,49048
3857,excellence,49037
3858,vietnamese,49021
3859,crops,49011
3860,libraries,48977
3861,empty,48950
3862,renewed,48937
3863,prepare,48909
3864,promised,48899
3865,farmer,48887
3866,interesting,48873
3867,beaten,48864
3868,liquid,48854
3869,kitchen,48844
3870,gauge,48819
3871,broadcasts,48816
3872,intervention,48772
3873,eddie,48764
3874,altitude,48764
3875,gaining,48740
3876,voyage,48725
3877,footage,48708
3878,segments,48701
3879,photographer,48691
3880,scout,48691
3881,serie,48682
3882,signature,48629
3883,radiation,48592
3884,specimens,48591
3885,relating,48588
3886,grants,48554
3887,curriculum,48541
3888,fastest,48527
3889,fewer,48521
3890,airline,48520
3891,palestine,48513
3892,criteria,48512
3893,prague,48442
3894,flowering,48441
3895,threats,48433
3896,praise,48427
3897,workshop,48413
3898,faster,48411
3899,contribute,48398
3900,divorce,48391
3901,raymond,48389
3902,separation,48361
3903,plains,48353
3904,belong,48327
3905,geographic,48326
3906,pitcher,48321
3907,reactions,48301
3908,tiger,48256
3909,handed,48227
3910,noting,48206
3911,vladimir,48199
3912,punjab,48166
3913,understood,48165
3914,catch,48161
3915,circulation,48141
3916,permanently,48121
3917,semi-finals,48103
3918,activists,48069
3919,addressed,48056
3920,rivals,48054
3921,demanded,48048
3922,suddenly,48039
3923,graphics,48035
3924,extends,48016
3925,package,48013
3926,beliefs,48009
3927,lords,47979
3928,prisoner,47964
3929,renowned,47927
3930,committees,47911
3931,pride,47871
3932,interim,47843
3933,holland,47838
3934,sword,47833
3935,proof,47822
3936,identification,47803
3937,semi-final,47780
3938,fortune,47779
3939,rookie,47727
3940,scandal,47721
3941,manual,47702
3942,sustainable,47687
3943,divine,47681
3944,non-profit,47680
3945,graphic,47676
3946,sending,47672
3947,stationed,47656
3948,custom,47634
3949,audiences,47630
3950,registration,47619
3951,sandy,47619
3952,quick,47594
3953,forcing,47567
3954,strange,47553
3955,ordained,47535
3956,infection,47524
3957,queens,47508
3958,arrive,47499
3959,tribal,47490
3960,columbus,47489
3961,civilians,47461
3962,threw,47456
3963,etymology,47455
3964,eventual,47435
3965,arrives,47431
3966,tissue,47423
3967,administrator,47417
3968,reviewed,47413
3969,regardless,47398
3970,exterior,47386
3971,tommy,47384
3972,displays,47345
3973,cycling,47342
3974,files,47338
3975,repeatedly,47330
3976,nationally,47315
3977,spectrum,47305
3978,conferences,47294
3979,goalkeeper,47271
3980,rhythm,47270
3981,canyon,47259
3982,independently,47257
3983,throw,47251
3984,revenge,47249
3985,lesser,47236
3986,archive,47225
3987,lighting,47203
3988,founders,47175
3989,nursing,47133
3990,handling,47131
3991,doctrine,47118
3992,one's,47084
3993,requiring,47068
3994,abraham,47031
3995,interface,46995
3996,merit,46990
3997,arnold,46981
3998,conquest,46976
3999,commitment,46931
4000,show's,46927
4001,shots,46900
4002,investigate,46865
4003,purple,46851
4004,destination,46821
4005,theorem,46817
4006,talking,46782
4007,employee,46776
4008,wallace,46773
4009,essex,46752
4010,engage,46699
4011,orbit,46697
4012,phillips,46694
4013,south-east,46632
4014,followers,46626
4015,arabia,46626
4016,grammy,46621
4017,stored,46606
4018,rainfall,46604
4019,mother's,46598
4020,dependent,46593
4021,watson,46564
4022,obama,46562
4023,findings,46531
4024,acoustic,46512
4025,spell,46511
4026,companion,46511
4027,accurate,46500
4028,situations,46431
4029,genes,46430
4030,consultant,46429
4031,comprising,46428
4032,backing,46420
4033,confused,46412
4034,hamlet,46395
4035,leonard,46378
4036,upcoming,46378
4037,conductor,46376
